Year,age_at_event mean,Average Net Result mean,Mark mean,Mark min,Mark var,current_match_ranking mean,current_match_ranking min,Average Rank mean,efficiency mean,Athlete,Nat,Years to Olympics,Olympic Ranking,Finalist_weight
2016,33,10.53,10.28,10.28,0,1,1,29380,0,Ryan SHIELDS,1151.202683,1,9,0
2017,34,10.372,10.151,9.89,0.010676667,2.2,1,12961.5,0.5,Ryan SHIELDS,1151.202683,5,9,0
2018,20,10.36,10.25,10.25,0,3,3,23770,1,Ryan ZEZE,1138.013621,4,9,0
2021,23,10.36,10.06,10.06,0,1,1,4132,0,Ryan ZEZE,1138.013621,1,9,0
2020,19,10.44,10.29,10.29,0,2,2,31544,1,Ryiem FORDE,1151.202683,2,9,0
2021,20,10.15,10.18,10.18,0,2,2,13525,1,Ryiem FORDE,1151.202683,1,9,0
2021,21,10.44,10.28,10.28,0,1,1,29380,1,Ryo WADA,1127.759152,1,9,0
2020,21,10.45333333,10.24,10.22,0.0012,1.666666667,1,22399.33333,0.666666667,Ryota SUZUKI,1127.759152,2,9,0
2021,22,10.476,10.182,10.01,0.01227,1,1,17186.2,0.4,Ryota SUZUKI,1127.759152,1,9,0
2010,18,10.46,10.3,10.3,0,1,1,33876,1,Ryota YAMAGATA,1127.759152,3,9,0
2011,19,10.47333333,10.26,10.23,0.0013,1.666666667,1,26042,0.333333333,Ryota YAMAGATA,1127.759152,2,9,0
2012,20,10.28,10.12666667,10.07,0.003186667,2.333333333,1,9164.666667,0.833333333,Ryota YAMAGATA,1127.759152,1,9,0
2013,21,10.21444444,10.18666667,10.04,0.006575,1.555555556,1,16535.33333,0.888888889,Ryota YAMAGATA,1127.759152,4,9,0
2014,22,10.28,10.22076923,10.14,0.002057692,1.692307692,1,19797.30769,0.923076923,Ryota YAMAGATA,1127.759152,3,9,0
2015,23,10.48,10.15,10.15,0,7,7,10382,0,Ryota YAMAGATA,1127.759152,2,9,0
2016,24,10.13142857,10.16785714,10.03,0.008141209,1.571428571,1,14846.42857,0.928571429,Ryota YAMAGATA,1127.759152,1,9,0
2017,25,10.16714286,10.14142857,10,0.008814286,1,1,11906.42857,1,Ryota YAMAGATA,1127.759152,5,9,0
2018,26,10.166,10.12466667,10,0.004269524,1.266666667,1,9284.533333,1,Ryota YAMAGATA,1127.759152,4,9,0
2019,27,10.295,10.20333333,10.11,0.004106667,1.833333333,1,17907.33333,0.833333333,Ryota YAMAGATA,1127.759152,3,9,0
2021,29,10.21625,10.155,9.95,0.015428571,1.625,1,15111.5,1,Ryota YAMAGATA,1127.759152,1,9,0
1997,22,10.38666667,10.26333333,10.21,0.0005,2.666666667,1,26385.55556,0.777777778,Ryszard PILARCZYK,1120.043478,4,9,0
2000,25,10.45,10.28,10.28,0,3,3,29380,1,Ryszard PILARCZYK,1120.043478,1,9,0
2010,23,10.3,10.24,10.24,0,2,2,22081,1,Rytis SAKALAUSKAS,1120.230769,3,9,0
2011,24,10.31,10.18333333,10.1,0.005146667,1.333333333,1,15681.33333,0.666666667,Rytis SAKALAUSKAS,1120.230769,2,9,0
2012,25,10.30714286,10.21285714,10.08,0.005490476,2,1,19698.85714,0.857142857,Rytis SAKALAUSKAS,1120.230769,1,9,0
2013,26,10.40666667,10.29666667,10.29,3.33E-05,4,2,33098.66667,0.666666667,Rytis SAKALAUSKAS,1120.230769,4,9,0
2014,27,10.55,10.23,10.23,0,3,3,20480,0,Rytis SAKALAUSKAS,1120.230769,3,9,0
2016,29,10.48,10.29,10.29,0,1,1,31544,1,Rytis SAKALAUSKAS,1120.230769,1,9,0
2017,30,10.09,10.3,10.3,0,2,2,33876,0,Rytis SAKALAUSKAS,1120.230769,5,9,0
2017,19,10.65,10.265,10.26,5.00E-05,4,2,26521,0,Ryuichiro SAKAI,1127.759152,5,9,0
2019,21,10.31428571,10.25428571,10.12,0.003695238,1.857142857,1,25830.57143,1,Ryuichiro SAKAI,1127.759152,3,9,0
2021,23,10.214,10.216,10.16,0.00323,1.4,1,19441.8,0.8,Ryuichiro SAKAI,1127.759152,1,9,0
2018,16,10.4,10.2,10.2,0,1,1,16027,1,Sachin DENNIS,1151.202683,4,9,0
2021,19,10.26,10.15,10.15,0,1,1,10382,1,Sachin DENNIS,1151.202683,1,9,0
1999,17,10.51,10.3,10.3,0,1,1,33876,0,Salem Mubarak AL YAMI,1126.847059,2,9,0
2000,18,10.21,10.27,10.27,0,1,1,27452,1,Salem Mubarak AL YAMI,1126.847059,1,9,0
2001,19,10.36,10.26,10.21,0.001466667,2.25,1,26069.5,0.75,Salem Mubarak AL YAMI,1126.847059,4,9,0
2002,20,10.28,10.2,10.13,0.0098,3,1,18019.5,1,Salem Mubarak AL YAMI,1126.847059,3,9,0
2003,21,10.298,10.236,10.17,0.00323,1.6,1,22497,0.8,Salem Mubarak AL YAMI,1126.847059,2,9,0
2004,22,10.39,10.27666667,10.26,0.000433333,1.333333333,1,28972.66667,0.666666667,Salem Mubarak AL YAMI,1126.847059,1,9,0
2005,23,10.29,10.235,10.21,0.00125,1,1,21505,1,Salem Mubarak AL YAMI,1126.847059,4,9,0
2009,21,10.4025,10.295,10.28,0.0001,2,1,32752,0.75,Sam EFFAH,1140.106017,4,9,0
2010,22,10.26888889,10.20222222,10.06,0.005244444,1.666666667,1,18127,1,Sam EFFAH,1140.106017,3,9,0
2011,23,10.29,10.26,10.23,0.0018,1,1,26012,1,Sam EFFAH,1140.106017,2,9,0
2012,24,10.40666667,10.26,10.25,0.0003,3.333333333,1,25640,0.666666667,Sam EFFAH,1140.106017,1,9,0
2013,25,10.31,10.18,10.09,0.0057,3,1,15320.6,0.6,Sam EFFAH,1140.106017,4,9,0
2017,29,10.47857143,10.23428571,10.14,0.003628571,2,1,22430.71429,0.285714286,Sam EFFAH,1140.106017,5,9,0
2018,30,10.37,10.26166667,10.23,0.000976667,1.833333333,1,26330.66667,1,Sam EFFAH,1140.106017,4,9,0
2018,24,10.485,10.2,10.14,0.0072,1,1,17530.5,0,Sam GORDON,1137.753126,4,9,0
2019,25,10.435,10.19,10.08,0.0242,1.5,1,19511,0.5,Sam GORDON,1137.753126,3,9,0
2020,26,10.79,10.26,10.26,0,1,1,25590,0,Sam GORDON,1137.753126,2,9,0
2021,27,10.39,10.27333333,10.25,0.000433333,1.666666667,1,28231.33333,1,Sam GORDON,1137.753126,1,9,0
1983,19,10.382,10.242,10.18,0.00307,2.6,1,23483.4,0.8,Sam GRADDY,1144.561396,2,2,1
1984,20,10.29333333,10.2,10.08,0.005036364,1.5,1,17854.16667,0.75,Sam GRADDY,1144.561396,1,2,1
1992,21,10.47,10.27,10.27,0,1,1,27452,1,Sam JEFFERSON,1144.561396,1,9,0
1993,22,10.346,10.138,10.05,0.00352,1.75,1,10146,0.6,Sam JEFFERSON,1144.561396,4,9,0
1994,23,10.29,10.17125,10.08,0.0040125,2.857142857,1,13850.5,0.875,Sam JEFFERSON,1144.561396,3,9,0
1995,24,10.395,10.095,10.01,0.01445,3.5,2,7881,0.5,Sam JEFFERSON,1144.561396,2,9,0
1997,26,10.33,10.27,10.27,0,1,1,27452,1,Sam JEFFERSON,1144.561396,4,9,0
2018,21,10.53,10.22,10.22,0,1,1,18909,0,Samson COLEBROOKE,1131.111437,4,9,0
2019,22,10.274,10.192,10.01,0.01222,2.8,1,18392.4,1,Samson COLEBROOKE,1131.111437,3,9,0
2021,24,10.456,10.25,10.18,0.00275,3.2,1,24763.4,0.6,Samson COLEBROOKE,1131.111437,1,9,0
2007,20,10.186,10.146,9.99,0.01123,2.4,1,12749.8,1,Samuel FRANCIS,1147.203252,2,9,0
2008,21,10.265,10.18,10.03,0.00944,3.666666667,1,16326.66667,0.833333333,Samuel FRANCIS,1147.203252,1,9,0
2012,25,10.46,10.26,10.26,0,1,1,25590,1,Samuel FRANCIS,1147.203252,1,9,0
2013,26,10.26375,10.19375,10.08,0.006255357,3.125,1,17355.625,0.875,Samuel FRANCIS,1147.203252,4,9,0
2014,27,10.39333333,10.25,10.22,0.0009,1.666666667,1,24019.66667,0.666666667,Samuel FRANCIS,1147.203252,3,9,0
2015,28,10.44,10.295,10.29,5.00E-05,2.5,2,32710,1,Samuel FRANCIS,1147.203252,2,9,0
2016,25,10.46,10.274,10.23,0.00083,2,1,28606.8,0.4,Samuel OSEWA,1137.753126,1,9,0
2017,26,10.47,10.25333333,10.2,0.001786667,2.5,1,25026.66667,0.5,Samuel OSEWA,1137.753126,5,9,0
2019,28,10.58,10.3,10.3,0,5,5,33876,0,Samuel OSEWA,1137.753126,3,9,0
2016,21,10.56,10.3,10.3,0,2,2,33876,0,Samuli SAMUELSSON,1113.159091,1,9,0
2017,22,10.43,10.3,10.3,0,1,1,33876,1,Samuli SAMUELSSON,1113.159091,5,9,0
2020,25,10.425,10.29,10.28,0.0002,1,1,31628,1,Samuli SAMUELSSON,1113.159091,2,9,0
2021,26,10.46,10.285,10.27,0.00045,1.5,1,30664,1,Samuli SAMUELSSON,1113.159091,1,9,0
1997,23,10.305,10.2175,10.15,0.003825,3.25,1,19774.5,1,Sayon COOPER,1145.780702,4,9,0
1998,24,10.51666667,10.23666667,10.12,0.010233333,2,1,24388,0.333333333,Sayon COOPER,1145.780702,3,9,0
2000,26,10.4,10.268,10.25,0.00032,2.8,1,27183.2,0.8,Sayon COOPER,1145.780702,1,9,0
2001,19,10.3,10.218,10.13,0.00437,2.4,1,20049.6,0.8,Sean LAMBERT,1116.73913,4,9,0
2002,20,10.425,10.255,10.25,5.00E-05,2.5,2,24680,0.5,Sean LAMBERT,1116.73913,3,9,0
2003,21,10.46,10.26333333,10.24,0.001033333,2,1,26575.66667,0,Sean LAMBERT,1116.73913,2,9,0
2004,22,10.52,10.22,10.22,0,6,6,18909,0,Sean LAMBERT,1116.73913,1,9,0
2011,19,10.52,10.3,10.3,0,4,4,33876,0,Sean MCLEAN,1144.561396,2,9,0
2014,22,10.24,10.23,10.13,0.00515,3,2,22158,1,Sean MCLEAN,1144.561396,3,9,0
2015,23,10.3875,10.105,10.01,0.0073,4,1,8212.5,0.25,Sean MCLEAN,1144.561396,2,9,0
2016,24,10.282,10.16,10.08,0.00635,3.2,1,13187.6,0.8,Sean MCLEAN,1144.561396,1,9,0
2017,25,10.27142857,10.20142857,10.13,0.003347619,2.428571429,1,17464.57143,0.857142857,Sean MCLEAN,1144.561396,5,9,0
2018,26,10.275,10.235,10.22,0.00045,1,1,21339.5,1,Sean MCLEAN,1144.561396,4,9,0
2012,22,10.46,10.19,10.19,0,1,1,14702,0,Sean SAFO-ANTWI,1137.753126,1,9,0
2013,23,10.725,10.18,10.1,0.0128,1,1,15972,0,Sean SAFO-ANTWI,1137.753126,4,9,0
2014,24,10.3275,10.19,10.07,0.006542857,3.125,1,16995.5,0.75,Sean SAFO-ANTWI,1137.753126,3,9,0
2015,25,10.37111111,10.22444444,10.16,0.003327778,1.555555556,1,20822,0.666666667,Sean SAFO-ANTWI,1137.753126,2,9,0
2016,26,10.31,10.21142857,10.14,0.002614286,1.857142857,1,18594.57143,0.857142857,Sean SAFO-ANTWI,1137.753126,1,9,0
2019,29,10.38666667,10.2,10.18,0.0004,2.333333333,1,16153.66667,0.666666667,Sean SAFO-ANTWI,1137.753126,3,9,0
2020,30,10.28666667,10.24833333,10.21,0.001216667,1.833333333,1,23944.5,1,Sean SAFO-ANTWI,1137.753126,2,9,0
2021,31,10.37,10.268,10.25,0.00037,2.4,1,27255.6,0.8,Sean SAFO-ANTWI,1137.753126,1,9,0
1996,23,10.39333333,10.21333333,10.13,0.005833333,1,1,19482.33333,0.666666667,Sebastian KEITEL,1127.481481,1,9,0
1997,24,10.4175,10.24,10.15,0.0054,1.25,1,23888.5,0.75,Sebastian KEITEL,1127.481481,4,9,0
1998,25,10.296,10.217,10.1,0.00629,1.5,1,20746.7,1,Sebastian KEITEL,1127.481481,3,9,0
1999,26,10.335,10.185,10.13,0.00605,2,2,15334,0.5,Sebastian KEITEL,1127.481481,2,9,0
2000,27,10.3,10.26,10.26,0,1,1,25590,1,Sebastian KEITEL,1127.481481,1,9,0
2014,21,10.35285714,10.15,9.9,0.016333333,2.571428571,1,14299.28571,0.428571429,Senoj-Jay GIVANS,1151.202683,3,9,0
2015,22,10.26,10.06142857,9.97,0.004214286,2.285714286,1,4971.714286,0.571428571,Senoj-Jay GIVANS,1151.202683,2,9,0
2016,23,10.223,10.154,9.96,0.013382222,2.3,1,14737.4,0.7,Senoj-Jay GIVANS,1151.202683,1,9,0
2017,24,10.30909091,10.13818182,10.02,0.012636364,2.909090909,1,13164.54545,0.545454545,Senoj-Jay GIVANS,1151.202683,5,9,0
2018,25,10.205,10.2,10.13,0.0098,2.5,1,18019.5,1,Senoj-Jay GIVANS,1151.202683,4,9,0
2019,26,10.25,10.20333333,10.13,0.004433333,3.333333333,2,17695.33333,1,Senoj-Jay GIVANS,1151.202683,3,9,0
2020,27,10.31666667,10.19,10.11,0.0052,2.333333333,1,16069,1,Senoj-Jay GIVANS,1151.202683,2,9,0
2021,28,10.37333333,10.23666667,10.2,0.001033333,1.666666667,1,21795.66667,1,Senoj-Jay GIVANS,1151.202683,1,9,0
2012,25,10.505,10.26,10.24,0.0008,2,2,25730.5,0.5,Serhiy SMELYK,1120.910256,1,9,0
2013,26,10.3525,10.235,10.2,0.001366667,1.75,1,21649.25,0.75,Serhiy SMELYK,1120.910256,4,9,0
2014,27,10.39,10.265,10.25,0.00045,3,1,26575,1,Serhiy SMELYK,1120.910256,3,9,0
2016,29,10.25,10.155,10.1,0.00605,4,2,11887,1,Serhiy SMELYK,1120.910256,1,9,0
2017,30,10.345,10.24,10.23,0.0002,2.5,1,22125,1,Serhiy SMELYK,1120.910256,5,9,0
2018,31,10.35,10.215,10.16,0.00605,1,1,19419,1,Serhiy SMELYK,1120.910256,4,9,0
2021,34,10.48,10.27,10.27,0,4,4,27452,0,Serhiy SMELYK,1120.910256,1,9,0
1996,19,10.225,10.2225,10.15,0.003158333,1.5,1,20238,1,Seun OGUNKOYA,1141.238585,1,9,0
1997,20,10.207,10.181,9.97,0.010721111,1.625,1,16898.4,1,Seun OGUNKOYA,1141.238585,4,9,0
1998,21,10.14851852,10.14444444,9.92,0.009741026,2.772727273,1,12588.44444,0.962962963,Seun OGUNKOYA,1141.238585,3,9,0
1999,22,10.3,10.28333333,10.27,0.000233333,4,1,30236,1,Seun OGUNKOYA,1141.238585,2,9,0
2000,23,10.53,10.29,10.29,0,1,1,31544,0,Seun OGUNKOYA,1141.238585,1,9,0
2014,23,10.34,10.245,10.23,0.00045,2,2,23035,1,Seye OGUNLEWE,1141.238585,3,9,0
2015,24,10.442,10.248,10.19,0.00282,1.8,1,24374.4,0.6,Seye OGUNLEWE,1141.238585,2,9,0
2016,25,10.29916667,10.225,10.12,0.002936364,2.333333333,1,20782.66667,0.916666667,Seye OGUNLEWE,1141.238585,1,9,0
2017,26,10.37,10.3,10.3,0,1,1,33876,1,Seye OGUNLEWE,1141.238585,5,9,0
2018,27,10.2725,10.23125,10.19,0.0010125,2.125,1,20998.875,1,Seye OGUNLEWE,1141.238585,4,9,0
2019,28,10.33125,10.19625,10.05,0.007198214,3,1,17962.25,0.625,Seye OGUNLEWE,1141.238585,3,9,0
2020,29,10.485,10.255,10.21,0.00405,2,2,25648,0,Seye OGUNLEWE,1141.238585,2,9,0
2021,30,10.27666667,10.13666667,10.11,0.000633333,2.666666667,1,9291.333333,0.666666667,Seye OGUNLEWE,1141.238585,1,9,0
2019,17,10.73,10.28,10.28,0,1,1,29380,0,Shainer REGINFO MONTOYA,1131.117647,3,9,0
2020,18,10.67,10.25,10.25,0,5,5,23770,0,Shainer REGINFO MONTOYA,1131.117647,2,9,0
2021,19,10.37,10.29,10.29,0,2,2,31544,1,Shainer REGINFO MONTOYA,1131.117647,1,9,0
2019,18,10.25,10.25,10.25,0,1,1,23770,1,Shaun MASWANGANYI,1140.91766,3,9,0
2020,19,10.2225,10.195,10.06,0.008366667,1,1,17678,1,Shaun MASWANGANYI,1140.91766,2,9,0
2021,20,10.23416667,10.09583333,9.87,0.010535606,1.833333333,1,8501.333333,0.666666667,Shaun MASWANGANYI,1140.91766,1,9,0
2012,20,10.53,10.24,10.16,0.0048,1,1,23382,0.666666667,Shavez HART,1131.111437,1,9,0
2013,21,10.43,10.20555556,10.08,0.007177778,1.888888889,1,19358.33333,0.444444444,Shavez HART,1131.111437,4,9,0
2014,22,10.28727273,10.22181818,10.11,0.003456364,2.454545455,1,20447.18182,1,Shavez HART,1131.111437,3,9,0
2015,23,10.32846154,10.16769231,10.1,0.003302564,2.846153846,1,13289.92308,0.461538462,Shavez HART,1131.111437,2,9,0
2016,24,10.36,10.2325,10.15,0.004291667,4.75,3,22181.5,0.5,Shavez HART,1131.111437,1,9,0
2017,25,10.31,10.258,10.21,0.00167,2.4,1,25840.2,0.8,Shavez HART,1131.111437,5,9,0
1998,20,10.45,10.2,10.15,0.0022,1.666666667,1,16729.25,0.25,Shawn CRAWFORD,1144.561396,3,9,0
2000,22,10.295,10.20833333,10.16,0.002016667,3.25,1,17907.66667,1,Shawn CRAWFORD,1144.561396,1,9,0
2001,23,10.29461538,10.19153846,10.09,0.004214103,2.5,1,16441.30769,0.769230769,Shawn CRAWFORD,1144.561396,4,4,1
2002,24,10.17875,10.13375,9.94,0.013026786,3.125,1,12028.75,1,Shawn CRAWFORD,1144.561396,3,4,1
2003,25,10.202,10.15,10.07,0.003666667,2.6,1,11458.9,1,Shawn CRAWFORD,1144.561396,2,4,1
2004,26,10.06642857,9.984285714,9.86,0.011226374,1.428571429,1,3185.928571,0.785714286,Shawn CRAWFORD,1144.561396,1,4,1
2005,27,10.169,10.141,9.98,0.010321111,2.5,1,12390.6,0.8,Shawn CRAWFORD,1144.561396,4,9,0
2006,28,10.1665,10.1275,10.01,0.006872368,2.8,1,10462.7,0.9,Shawn CRAWFORD,1144.561396,3,9,0
2007,29,10.21777778,10.15555556,9.96,0.007427778,3.222222222,1,12873.66667,0.888888889,Shawn CRAWFORD,1144.561396,2,9,0
2008,30,10.29,10.18333333,10.09,0.004306667,6.166666667,5,15307.66667,0.833333333,Shawn CRAWFORD,1144.561396,1,9,0
2009,31,10.30125,10.17375,10.06,0.008598214,3.625,1,15487.5,0.625,Shawn CRAWFORD,1144.561396,4,9,0
2010,32,10.255,10.265,10.24,0.00125,4.5,4,26812.5,1,Shawn CRAWFORD,1144.561396,3,9,0
2011,21,10.42,10.22666667,10.22,0.000133333,3.666666667,3,19966.33333,0.666666667,Sheldon MITCHELL,1151.202683,2,9,0
2012,22,10.24,10.16333333,10.14,0.000433333,2.333333333,2,11814,1,Sheldon MITCHELL,1151.202683,1,9,0
2013,23,10.2175,10.23,10.11,0.006666667,1.5,1,22445.75,1,Sheldon MITCHELL,1151.202683,4,9,0
2014,24,10.3,10.24,10.19,0.005,2,1,23123,1,Sheldon MITCHELL,1151.202683,3,9,0
2015,25,10.31,10.132,10.07,0.00382,2,1,9773.2,0.6,Sheldon MITCHELL,1151.202683,2,9,0
1999,19,10.45,10.27,10.27,0,1,1,27452,1,Sherwin VRIES,1157.304348,2,9,0
2002,22,10.38833333,10.23833333,10.17,0.001976667,2.333333333,1,22473,0.666666667,Sherwin VRIES,1157.304348,3,9,0
2003,23,10.278,10.214,10.08,0.003315556,2.1,1,19169.3,0.9,Sherwin VRIES,1157.304348,2,9,0
2005,25,9.93,10.28,10.28,0,2,2,29380,0,Sherwin VRIES,1157.304348,4,9,0
2006,26,10.31,10.275,10.27,5.00E-05,1,1,28416,1,Sherwin VRIES,1157.304348,3,9,0
2007,27,10.39333333,10.28666667,10.27,0.000233333,1.666666667,1,30957.33333,1,Sherwin VRIES,1157.304348,2,9,0
1999,20,10.33,10.22666667,10.12,0.008933333,2,2,22403.33333,0.666666667,Shigeyuki KOJIMA,1127.759152,2,9,0
2000,21,10.3525,10.2475,10.2,0.001358333,1.5,1,23777.75,1,Shigeyuki KOJIMA,1127.759152,1,9,0
2004,25,10.48,10.285,10.28,5.00E-05,3,1,30462,0.5,Shigeyuki KOJIMA,1127.759152,1,9,0
2005,26,10.50666667,10.27666667,10.24,0.001033333,1.666666667,1,29167,0.333333333,Shigeyuki KOJIMA,1127.759152,4,9,0
2007,28,10.498,10.248,10.14,0.00417,1.6,1,24884.8,0.6,Shigeyuki KOJIMA,1127.759152,2,9,0
2009,30,10.45,10.26,10.26,0,4,4,25590,1,Shigeyuki KOJIMA,1127.759152,4,9,0
1996,18,10.41,10.29,10.29,0,1,1,31544,1,Shingo KAWABATA,1127.759152,1,9,0
2000,22,10.25,10.20333333,10.11,0.006533333,1.666666667,1,18185.66667,1,Shingo KAWABATA,1127.759152,1,9,0
2001,23,10.42,10.265,10.23,0.00245,1.5,1,27178,1,Shingo KAWABATA,1127.759152,4,9,0
2002,24,10.445,10.26,10.26,0,2,1,25590,0.5,Shingo KAWABATA,1127.759152,3,9,0
2003,25,10.425,10.255,10.23,0.000433333,1,1,24805,0.75,Shingo KAWABATA,1127.759152,2,9,0
2005,27,10.61,10.28,10.26,0.0008,4,4,29733,0,Shingo KAWABATA,1127.759152,4,9,0
2006,28,10.7,10.3,10.3,0,2,2,33876,0,Shingo KAWABATA,1127.759152,3,9,0
2000,20,10.22,10.19,10.19,0,2,2,14702,1,Shingo SUETSUGU,1127.759152,1,9,0
2002,22,10.23714286,10.13714286,10.05,0.00242381,1.142857143,1,9814.714286,1,Shingo SUETSUGU,1127.759152,3,9,0
2003,23,10.2025,10.1125,10.03,0.003225,1.5,1,7851.25,1,Shingo SUETSUGU,1127.759152,2,9,0
2004,24,10.246,10.196,10.1,0.00698,2.4,1,17727.8,1,Shingo SUETSUGU,1127.759152,1,9,0
2005,25,10.36571429,10.20428571,10.15,0.002995238,1.428571429,1,17707.85714,0.714285714,Shingo SUETSUGU,1127.759152,4,9,0
2006,26,10.3375,10.2375,10.12,0.006291667,1.25,1,23564.5,0.75,Shingo SUETSUGU,1127.759152,3,9,0
2007,27,10.27,10.23,10.23,0,1,1,20480,1,Shingo SUETSUGU,1127.759152,2,9,0
1999,23,10.53,10.28333333,10.28,3.33E-05,1,1,30101.33333,0.333333333,Shomari WILSON,1144.561396,2,9,0
2000,24,10.428,10.226,10.19,0.00103,2.333333333,2,20148.4,0.6,Shomari WILSON,1144.561396,1,9,0
2003,27,10.56,10.265,10.23,0.00245,9,9,27178,0.5,Shomari WILSON,1144.561396,2,9,0
2004,28,10.4025,10.2725,10.24,0.000758333,2.333333333,1,28272.75,0.75,Shomari WILSON,1144.561396,1,9,0
2005,29,10.73,10.24,10.24,0,3,3,22081,0,Shomari WILSON,1144.561396,4,9,0
2007,31,10.54,10.28,10.28,0,3,3,29380,0,Shomari WILSON,1144.561396,2,9,0
2010,19,10.59,10.22,10.22,0,1,1,18909,0,Shota IIZUKA,1127.759152,3,9,0
2013,22,10.36333333,10.25,10.22,0.0009,2.333333333,2,24019.66667,0.666666667,Shota IIZUKA,1127.759152,4,9,0
2016,25,10.49,10.27,10.27,0,1,1,27452,0,Shota IIZUKA,1127.759152,1,9,0
2017,26,10.32,10.188,10.08,0.00832,1.2,1,17008.4,0.8,Shota IIZUKA,1127.759152,5,9,0
2018,27,10.165,10.235,10.21,0.00125,1.5,1,21505,1,Shota IIZUKA,1127.759152,4,9,0
2019,28,10.29666667,10.23333333,10.19,0.001633333,3,2,21411.66667,1,Shota IIZUKA,1127.759152,3,9,0
2020,29,10.2975,10.22,10.13,0.004666667,1.5,1,20330.25,1,Shota IIZUKA,1127.759152,2,9,0
2021,30,10.54,10.18,10.18,0,1,1,13525,0,Shota IIZUKA,1127.759152,1,9,0
2016,20,10.325,10.275,10.25,0.00125,2,1,28823,1,Shuhei TADA,1127.759152,1,9,0
2017,21,10.279375,10.18,9.94,0.00848,1.8125,1,16171.4375,0.8125,Shuhei TADA,1127.759152,5,9,0
2018,22,10.325,10.255,10.21,0.00131,1.666666667,1,25184.83333,0.833333333,Shuhei TADA,1127.759152,4,9,0
2019,23,10.32818182,10.21727273,10.12,0.003081818,2.636363636,1,19649.90909,0.727272727,Shuhei TADA,1127.759152,3,9,0
2020,24,10.26,10.21,10.18,0.000466667,1.75,1,17583.5,1,Shuhei TADA,1127.759152,2,9,0
2021,25,10.226,10.165,10.01,0.007538889,1.8,1,14168.9,0.7,Shuhei TADA,1127.759152,1,9,0
2018,23,10.30666667,10.22333333,10.17,0.003033333,1.333333333,1,20245,1,Silvan WICKI,1123.62037,4,9,0
2019,24,10.37,10.2,10.2,0,1,1,16027,1,Silvan WICKI,1123.62037,3,9,0
2020,25,10.285,10.1775,10.11,0.002491667,1,1,13931,1,Silvan WICKI,1123.62037,2,9,0
2021,26,10.30666667,10.22666667,10.08,0.005666667,5,1,21725.83333,0.833333333,Silvan WICKI,1123.62037,1,9,0
1973,18,10.4,10.27,10.24,0.0018,1,1,27978.5,1,Silvio LEONARD,1131.117647,4,9,0
1975,20,10.21,10.17666667,10.15,0.002133333,1,1,13748,1,Silvio LEONARD,1131.117647,2,9,0
1976,21,10.28,10.28,10.28,0,1,1,29380,1,Silvio LEONARD,1131.117647,1,9,0
1977,22,10.192,10.154,9.98,0.008537778,1.2,1,13104,1,Silvio LEONARD,1131.117647,4,2,1
1978,23,10.231,10.206,10.08,0.004426667,1.1,1,18398.5,1,Silvio LEONARD,1131.117647,3,2,1
1979,24,10.2825,10.2075,10.11,0.004507143,1.375,1,18686.75,1,Silvio LEONARD,1131.117647,2,2,1
1980,25,10.28666667,10.18666667,10.15,0.003033333,1.333333333,1,15179.33333,1,Silvio LEONARD,1131.117647,1,2,1
2005,19,10.39,10.23,10.22,0.0002,1,1,20495,0.5,Simeon WILLIAMSON,1137.753126,4,9,0
2007,21,10.322,10.204,10.1,0.00353,1.2,1,17684.4,0.8,Simeon WILLIAMSON,1137.753126,2,9,0
2008,22,10.22333333,10.15333333,10.03,0.014433333,1.333333333,1,13894.33333,1,Simeon WILLIAMSON,1137.753126,1,9,0
2009,23,10.16666667,10.16466667,10.05,0.003498095,2.866666667,1,12987.86667,0.933333333,Simeon WILLIAMSON,1137.753126,4,9,0
2012,26,10.37,10.29,10.29,0,1,1,31544,1,Simeon WILLIAMSON,1137.753126,1,9,0
2021,23,10.33,10.24,10.24,0,3,3,22081,1,Simon HANSEN,1121.565217,1,9,0
2009,23,10.31,10.21,10.21,0,1,1,17420,1,Simon MAGAKWE,1140.91766,4,9,0
2010,24,10.30777778,10.23666667,10.14,0.00195,1.444444444,1,22277.33333,0.777777778,Simon MAGAKWE,1140.91766,3,9,0
2011,25,10.3575,10.2525,10.18,0.003025,1.25,1,25256.5,0.75,Simon MAGAKWE,1140.91766,2,9,0
2012,26,10.26642857,10.21214286,10.06,0.006371978,1.285714286,1,20109.28571,0.857142857,Simon MAGAKWE,1140.91766,1,9,0
2013,27,10.45333333,10.24666667,10.23,0.000433333,4,3,23337.66667,0.666666667,Simon MAGAKWE,1140.91766,4,9,0
2014,28,10.25363636,10.18363636,9.98,0.008405455,3.818181818,1,16548.72727,0.909090909,Simon MAGAKWE,1140.91766,3,9,0
2017,31,10.29,10.255,10.21,0.00405,1.5,1,25648,1,Simon MAGAKWE,1140.91766,5,9,0
2018,32,10.15090909,10.16363636,10.07,0.004145455,1.727272727,1,13078.09091,1,Simon MAGAKWE,1140.91766,4,9,0
2019,33,10.2575,10.19375,10.05,0.007065,2.5,1,17733.5,0.875,Simon MAGAKWE,1140.91766,3,9,0
2020,34,10.34,10.17,10.17,0,2,2,12446,1,Simon MAGAKWE,1140.91766,2,9,0
2003,24,10.46666667,10.27333333,10.26,0.000533333,1.666666667,1,28352,0.333333333,Simone COLLIO,1129.9002,2,9,0
